term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
하드 검마,2,3,1,5,0,1,1,0,0,1,퀘스트,0.3333333333333333,0.5341874327119547,1.284549186223358,(제네 해방) 하드 검마 파티격 흔적 획득량,뉴비 보스컷,이게 무슨 소리인가요??
23일,1,5,0,5,1,0,1,1,0,2,몬스터,0.2,0.4323800445347752,1.2832402541642434,pc방 접속보상 이벤트 23일까지도 포함인가요??,챌섭 리프 관련 질문글,이번 챌섭 유입 템세팅 질문드려봅니다
넘어가는데,1,5,0,5,1,0,1,1,0,2,몬스터,0.2,0.4323800445347752,1.2832402541642434,하드세렌 배율 110퍼 질문,메수라이브 잠재능력 설정 도와주세요,노말 세렌 원래 빡센가요?
적당한가요,1,6,0,6,3,0,1,1,1,0,몬스터,0.16666666666666666,0.31878125831645765,1.2831149174709657,아케인 파이렛햇 봐주세요!!!,핵사환산과 환산,보조가격 봐주실수있나영
3렙까지,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,하드 메이린 잡고 챌달고싶은데 뭘 건드려야할지 막막합니다.. ㅠㅠ,선생님들 레테 하드메이린 템세팅부탁드립니다,챌섭 템세팅과 챌린저스펙업 고민입니다
3석펫에,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,3석펫이 맞추고 싶습니다...,펫장비 공격력 주문서랑 프리미엄 펫장비 공격력 주문서,뉴비 오늘 퇴근하고 챌섭해보려는데
4배,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,무자본 메제유저 스펙업 훈수좀 부탁드립니다. (스펙상세첨부,지금 280이면 아래 조건으로 285 확정으로 가능한가요?,심볼 현상금 주화 상점으로 땡기는건 별론가요?
9일에,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,mvp 유지,"다음 미라클 언제인가요 ㅠㅠ,..",제네패스 플러스
가기,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,미트라 교체 타이밍 궁금합니다,유료 경험치 주는것들 효율 궁금해요,메린이 도움 부탁드립니다 보마 300억 템세팅
거죠,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,선생님들 사전 리프 질문있습니다,근데 제네시스 패스 PLUS 보상 다 받으려면,블빈마 먹었는데 17성 바르면 되나요
걱정이네요,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,미라클 에디 고민,제네 잠재 질문있습니디,뉴비 지금부터 챌섭하면 늦는거는 없을까요..
굉장히,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,보공 과다 질문,5차 스킬코어 슬롯 강화 기능 없어졌나요?,메린이 제네 패스 질문
구할,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,아이탬 이름이 궁금합니다,챌린저스 서버 저번주에 알아서 이제 시작하는데 제네시스 무기 해방 될까요??ㅜㅜ,에디 에픽 -> 유닠 등업 메소 vs 화에큐
궁금함,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이벤링 아드템으로 끼고싶은데 도와주세요 ㅠ,윙즈같은 스킬 질문좀,유니온 패시브 우선수위 질문좀
그건,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,복귀뉴비 두가지 질문드려요,카레잠을 팔아서 보조를 사야할까요??
그러고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,검마 솔격 문의용,하버 계정삭제해도 다른계정으로 못만들죠?!?,메린이 캡틴 레잠 추천좀...ㅜㅠ
기회,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,헥환 4.5 이후 템셋팅 질문.,챌섭 보조무기 질문입니다,신규유저 지금 시작해도 되나요?
나눠서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,데티무기 아직도 전투복끼면 코디로 못쓰죠?,이지카링이 짜증나는 이유가 뭔가요??,이번에 첫챌섭 시작한 뉴비 해방이후에 템세팅이 궁금해요 ㅇㅅㅠ
넘어서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,직작 처음인데 ㄱㅊ나요?,누가 메이플 접는건 능지순이라 했는데...,블루베리 농장 마리수 얼마나됨?
뉴비라서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,헥사 코어 3 때문에 벽에 막힌거 같습니다,챌섭 사파이어보상 유니크에잠 잘못 썼는데 혹시 복구해줄까요...?,아이템 순서 맞추는 법좀 알려주세요..
돈주고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,유료 경험치 주는것들 효율 궁금해요,메린이 토드(장비전승) 간단 질문이용,무보엠 큐브 우선순위 질문드려요
돌려보고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,초저자본 메린이 첫 제네시스 잠재 질문,경매장 낱개로 구매가 안돼요...,잠재 5줄로 전부위 하면 환산 몇까지 갈까요?
되어서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,썜들 메린이 챌린저 찍을 수 있게 진로부탁드립니다..,4만 복귀 카이저 메린이,환산 8~9만대 목표로 하고 있습니다.
되지,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,뉴비 부캐 유니온 질문,메린이 질문)세트효과 차이,밑에 메린이 컴퓨터 질문한 사람입니다!
드는,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메짱이 선생님들 아버 이후에 질문있습니다. 17에테 VS 18아케인(+27여명),길드 분위기 알아보는 법...,5년로아 접은 쌩뉴비 메이플 시작 질문
떠도,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,제네무기 에디 고민 유니크 15 vs 레전 등업,제네무기 고민중인데여..,챌린저스 패스 물품들 본섭리프할때 가져갈수있나요?
떨어지,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,전투력 오류?,"아 레테 좀 거슬리네,,,다들 괜찮으신가?"
레잠 에유잠,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,제네시스 해방무기 옵션 질문 드립니다.,해방 후 큐브 사용 순서 질문,"다음 미라클 언제인가요 ㅠㅠ,.."
먼저하는게,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,9만 본캐 스펙업 vs 부캐 스펙업 선택 도와주십셔,템세팅 질문,챌썹 본케 쌩뉴비 입니다! 선생님들 조언 구합니다!
메소모아서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,어제 막 챌찍은 메린이 진로질문있습니다,이거 아랫잠 노려도 되나요?,복귀유저인데 템바꿀 순서 추천좀요
목표 잡고,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메린이 하드 메이린까지 진로 상담 부탁드립니다.,이지카링돌이 세팅하려면...,노칼 딜배율 200% 목표 / 18에테 교체 순서 및 칠흑·엠블 문의
문제인지,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,배율20퍼차이나는데 딜이 똑같은데 뭐가문제일까요,메린이 내 캐릭이 왜 약한지 모르겠어요,메린이 컴퓨터 질문 드려도 되나요..?
밀어서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,본캐 데티해방까지 본캐만 쭉 투자해도되나요?,지금 시작하면 챌 가능할까요,챌섭 유입 질문드립니다.
받아,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,미트라를 믿기 vs 똥블렘을 믿기,챌린저스 260버닝 하나 더 주나요??,챌섭 메린이 악세 질문!!
보스 트라,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,18아케인에서 스팩업 질문 있습니다,이번 모멘텀 패스 및 경험치 BM류 관련 질문입니다,"제네 해방 7/7, 7/8 다음주 쯤 해도 안되나용??"
보스세팅,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,선생님들 장비 프리셋 어떻게 해두셨나요?,환산 보조에 있는 크확 못읽나요?,메린이 아이템 진로 및 재획관련궁금합니당~!
본거,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭뉴비 과금 질문,메짱형님들 샤타포스 결과 괜찮습니까,잠재 21퍼 27퍼 관련 문의
봤습니다,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이번 챌섭이 본캐인데 진로상담 요청합니다!,지피방? 원격피시방? 질문있습니다,챌섭 보상인 리스트레인트링을 실수로 버려버렸습니다
부위씩,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,템 가성비 셋팅 질문,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,노칼 딜배율 200% 목표 / 18에테 교체 순서 및 칠흑·엠블 문의
불가능,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,노칼 딜배율 200% 목표 / 18에테 교체 순서 및 칠흑·엠블 문의,챌섭 뉴비 스펙업 뭐해야 하나요?
붙여서,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,핵환 4.4 도미먹었는디,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,보조격 분배 질문
비수기,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,레테 보조 질문드립니다..,본섭 깡통케릭들 유챔용으로 살릴만한가요?,메청년 되고싶은데 도와주세요
사냥 많이,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,대학생 유저 메이플 질문,메린이 서버 고민입니다,"""자석펫 장착 vs 팔고 템셋팅"""
사라져,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이번 모멘텀 패스 및 경험치 BM류 관련 질문입니다,에스텔라 마이링 오글링 메짱의 선택은 뭘까요?,"저장하지 않은 기본 성형,헤어 복구받을 수 있을까요?"
삭제해,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,[사전월드리프] 여러 서버로 이동 불가 관련 문구 문제,안녕하세요 여러분들 메린이 궁굼해서 질문드려요,하이퍼버닝 동일넥슨 다른메이플아이디
샤타때 18성,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,와헌 템셋팅 질문 드립니다.,챌섭뉴비 챌린저달고싶은데 뭐해야할까요,하드메이린 스펙 질문
숙련,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,본캐 / 챌섭 부캐 투자우선권 질문입니다.,챌섭 유입 질문드립니다.,챌 뉴비 템세팅 질문!
싶고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 템세팅 진로 질문드려요,카르마 에디 유니크 천장 어디에 쓸까요,뉴비 템세팅 고견 주실 수 있을까요?
아직 해방,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이번 미라클 지나고 9월 16일 전에 미라클 한 번 더 할려나요?,저 거공 먹었는데 사용해도 되나요?,레테 보조 190억~220억 대 사이선에서 뭐가 더 좋은 매물일지 질문드립니다
아케인 심볼,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메이플 처음하는데 도와주실분..,검마 2인 이정도면 갈만할까요?,조각 안파는 챌썹 메린이 템 진로좀!!
안보이네요,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,5차 스킬코어 슬롯 강화 기능 없어졌나요?,요즘은 경뿌 고확으로 안하고 다르게 하나요?,챌섭 레테 시드링 질문입니다.
알고 싶습니다,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,길드 분위기 알아보는 법...,메린이 템 방향 조언 부탁드립니다 젭알,메이플 파티플 질문
여쭈어봅니다,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,본캐 / 챌섭 부캐 투자우선권 질문입니다.,에디에픽2줄 이거 가능한걸까요.. ?!?,부캐 검밑 시간대비 어떤가요
예를들어,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,"큐브 관련 궁금한게있습니다,",장비에 유효옵은 옵션 등급과 상관없이 부르나요?,pc방에서도하시는분들 부드럽게느껴지나요?
오른다고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭에서 전투력 1억이면 리프해서 본섭가면 전투력 얼마쯤 오르나요?,드메 vs 스펙업,메린이 진로 상담(1억 목표)
유니크 21퍼,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,4여명 깨고 4흙칠흑 vs 4여명 유지 2흙칠흑,21퍼 장신구 드랍1줄 계륵 조언좀,메수라이브 잠재능력 설정 도와주세요
이게 맞는지,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,어빌리티 설정,잠재 주문서 어따써야할지 모르겠음..,자석펫(6석) 질문
이제 슬슬,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,자석펫 밎추기 vs 드메풀 맞추기
재획 하루,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,자석펫 스카니아에 있으면 스카니아로 리프해야겠져?,하드 메이린 잡을라면 스펙 어떤걸 올려야 할까요?,뉴비 챌섭 자석펫 팔기 vs 쓰기
저걸,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,스펙업 순서,안녕하세요...메이플 시작 3주차인데..,에디에픽2줄 이거 가능한걸까요.. ?!?
정신,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,복귀 뉴비 질문...,챌섭 뉴비 2가지 질문 (대적자+헥사순서),카이 공략 질문
제일 효율,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,100억 정도 있는디,유료 경험치 주는것들 효율 궁금해요,챌섭 챌린저 목표 겸
존버하고,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 보조무기 질문입니다,뉴비 해방무기 옵션 질문입니다,헥사스텟 썬데이존버
좀만,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,제네무기 유니크 에디 공이탈 +@질문,"에테 17을 직작하는거보다 사와서 샤타포스때 18,19++ 로 점진적 성장하는건 별론가요?",메소로 잠재 돌리다가 옵션 잘못눌렀는데
좋다,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌 유입 제논 템셋팅 및 템업글 직작 조언 부탁드림다!,290 찍을꺼면 챌섭에 남는게 맞나요??,환산주스탯 질문
주말엔,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,"헥사스킬올리기, 야누스30조각 모으기",드메 vs 스펙업,285렙 주차 질문
중이라,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 스펙업 어떻게 할까요? 미트라? 보장?,블랙보조12/60 아랫잠 고민,내일 이벤트 의문인 부분 있음
즐기,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,드메템 효율,아버 대체 아케인 직작 or 완제구매,이후 방향성 및 조언 부탁드립니다
지르고,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,형님들 조언좀 부탁드립니다,무과금 챌뉴비 65억 정도 생겼는데 어디에 써야해?,찐 메린이 입니다... 살려주세요
챌섭 시작한 뉴비입니다,3,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메린이 겨울챌섭 전 유니온 8000 질문있습니다!,메소 다 파먹고도 재획 빨아도 이득인가영?,응애 뉴비 이벤트링 질문있어요
첫째줄,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,뉴비 어빌리티 질문이있어요,메린이 지금 약간 막막한데..,뉴비 서큘 질문
추가적,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메린이 하드 메이린까지 진로 상담 부탁드립니다.,이지카링돌이 세팅하려면...,아이템 드롭율
추천해주시면 감사하겠습니다,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,선생님들이라면 이 예전 미해방 본캐 어케 처리하실건가요?,어제 막 챌찍은 메린이 진로질문있습니다,복귀뉴비 템진단좀 부탁드립니다
컨텐츠,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이번 이벤으로 시작한 늅늅이 장비좀 봐주실수 있을까요?,메이플 목요일 보스,유챔 관련 질문이 있습니다
키우고 있고,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메쌤 도와줘요,잠재 더 돌리는게 나을까요?,보조한번만 부탁드립니다
투자할,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,대적자 코인 사용에 대해 질문합니다,템 방향성 고민이 너무 됩니다,4주차 뉴비 앞으로 진로방향좀 가르쳐주세요!
필수,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,꼭 챌린저스나 하이퍼버닝으로 키워야 하나요 ?,뉴비 질문있습니다,무자본 메제유저 스펙업 훈수좀 부탁드립니다. (스펙상세첨부
하거든요,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,이지 대적자가 안잡혀서 다음 템세팅 조언좀요..,지금 22데브나 가엔링 구매하는거 비추하나요?,복귀유저 챌섭 질문드립니다
하는중,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,잠재 좀더 돌려야될까요?,형님들 메이플 id관련좀 알려주십숑,챌섭 스펙업 방향성 알려주세요..!
해야될지,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 뉴비 한번만 도와주십쇼 선생님들ㅠ,챌섭뉴비 과금 질문,전사 뚝 2초주 / 에디 레전 메린이 도와주세요 ㅠㅠ
해주,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,아흐... 펫장비 이전 줌서에 대한 글은 많은데...,메린이 버닝 캐릭터 생성 질문 드립니다 !,드메 지금 비싸도 사는게 맞나요?
헤딩,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,진짜 찐 뉴비 템세팅,이번 이벤으로 시작한 늅늅이 장비좀 봐주실수 있을까요?,검마 흔적만 먹으러가는 6인팟도 나오나요?
헷갈리네요,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌린저 찍고싶은 메린인데 향후 템셋팅 어떻게 해야하나요?,mvp 레드만 유지하고 블랙으로 가긴 싫은데 질문있습니다,카레잠은
현생,1,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,메린이 서버 고민입니다,선생님들 드메 100/100이 가성비라고 배웠는데 풀도핑 기준이 맞나요?,메선생님들 보조캐 하진힐 스펙업 훈수좀 부탁드립니다
현질 안하고,2,4,0,4,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,챌섭 스펙업 어떻게 할까요? 미트라? 보장?,환산 5.6 나워 스펙업 순서 질문,뉴비 현실적 목표 질문
현질하면,1,4,0,5,2,0,0,0,0,2,기타,0.5,0.5913081818747175,1.2805558591378745,선생님들 메린이 진로 추천 부탁드리겠습니다,5년로아 접은 쌩뉴비 메이플 시작 질문,뉴비 현질 고민
다른 서버,2,4,0,5,0,0,0,0,1,3,시세,0.25,0.5887941297185854,1.2785327537109166,자석펫 스카니아에 있으면 스카니아로 리프해야겠져?,[사전월드리프] 여러 서버로 이동 불가 관련 문구 문제,버닝 비욘드 캐릭을 리프시키면 다른 캐릭터에게 가능할까요?
퍼센트,1,4,0,4,0,0,0,0,1,3,시세,0.25,0.5887941297185854,1.2785327537109166,보공 20퍼 달려있는 보조 사도 괜찮을까요?,메린이 질문좀;;,아이템 벗었다 꼇는데 전투력 100만이 날라갔어요
상승,1,3,1,4,1,0,0,1,1,0,시세,0.3333333333333333,0.5268070889748762,1.2783697492527692,챌섭>본섭 리프 (유챔x) 헥환 상승 큰가요?,메이린 배율관련 질문드립니다 저 진짜 정리 잘해놨어요 함만 봐주세요 ㅠㅠ,드드 드메 템 맞출라고 하는데
나니,1,5,0,5,1,0,0,1,1,2,시세,0.2,0.42304422376823075,1.2748764815335074,울티마 40렙부터 경험치 올리기 빡센게 맞는거죠?,부캐 육성,템 진로상담 해주실분
이지 칼로스,2,5,0,5,0,0,1,1,0,3,몬스터,0.2,0.419817943602629,1.2719861225149576,메린이 하드 메이린까지 진로 상담 부탁드립니다.,블래스터 매그팡도 안됨,노칼 딜배율 200% 목표 / 18에테 교체 순서 및 칠흑·엠블 문의
공부,1,4,0,4,2,1,0,1,0,0,퀘스트,0.25,0.579288026157442,1.2708830119755021,제로 온갖거 질문,메린이 해방하면 챌린저 달수 있나염?,찐 메린이 입니다... 살려주세요
보우마스터,1,4,0,4,2,1,0,1,0,0,퀘스트,0.25,0.579288026157442,1.2708830119755021,보마 메이린 배율 질문있습니다 !,모멘텀 패스 구매고민,"250,200레벨 달성비약 어디다가 써야하나요??"
하면서 천천히,2,4,0,4,2,1,0,1,0,0,퀘스트,0.25,0.579288026157442,1.2708830119755021,4여명 5칠흑으로 7~8만 될까요?,카르마 블랙큐브 화이트큐브 사용처,꼬님키
117퍼,1,3,1,4,0,0,1,1,0,1,몬스터,0.3333333333333333,0.5171117613871103,1.2702520154625645,유챔세렌 117퍼 못깨먼..,뉴비 하드세렌 질문드립니다,카데나 vs 제로
좋지,1,5,0,5,3,0,1,0,1,0,몬스터,0.2,0.4119951876906242,1.2649778740245603,언컨 27퍼 가격 질문,뉴비 이번 미라클때 조언좀가능할까요?,도미펜 직작하는거 어떻게 생각하시나요?
26.07.30,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,27퍼 골클벨 분자벨 뭐살까요,이번주 썬데이는?,드랍템 먼저 맞출까요 스펙업을 먼저 할까요
9개,1,4,0,5,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,MVP작 할 때 질문,고수님들 스펙업 순서 훈수 좀 부탁드리겠습니다,레테 헥사코어
OR,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,제로<>렌 직변 해보신분 궁금합니다.,메이플 보호모드 해제 시간 및 보상수령 가능한지 궁금합니다.,챌섭 육성중에 레전 큐브 질문 드려요!
그만큼,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,"헥사코어 강화할때 ""최종뎀 효율"" << 이게 뭔가요?",챌섭 챌린저 가능할까요?,레테 쿨뚝 질문
길이,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,메린이 익스우 템세팅 질문,에디 레전 천장 사용처가 고민입니다....,템 세팅 방향성 질문드립니다
나왔,1,4,0,5,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,이벤링 주스텟 21% vs 아획 또는 메획 1줄,291 메르 vs 281 레테 조언 부탁드립니당ㅠ,하이퍼 스탯 꿀팁 부탁드립니다
높은데,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,챌섭 환산 차이,제네 윗잠 둘중에 뭐가 더 좋나요?,레테 헥사코어
둘중 하나,2,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요,형들,딱 5만원만 지른다면 뭐 살까요?
비슷하게,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,레테 계속 밀까요? 나워 부캐 시작할까요?,나중에 아버 사라질때,단계적 스펙업은 어떻게 하는 건가요??
사냥하,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,레테 계속 밀까요? 나워 부캐 시작할까요?,드랍템 사도 될까요?,선배님들 드메템관련해서 답변좀 부탁드려요 미리 감사드려요
생각했는데,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,메린이 방향성이 잘못된걸까요? 현실조언 부탁드립니다,메이린 배율관련 질문드립니다 저 진짜 정리 잘해놨어요 함만 봐주세요 ㅠㅠ,챌섭 유입 질문드립니다.
세렌까지,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,"안녕하세요 메쌤, 메형님들 뉴비 질문 몇 가지만 해도 될까요?",챌 뉴비 템세팅 질문!,다음 스펙업 진로(?) 추천부탁드립니당
스펙업하고,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,갓 2억단 뉴비 다음 스펙업 추천 부탁드립니다.,챌 유입 제논 템셋팅 및 템업글 직작 조언 부탁드림다!,꼬님키
아니더라,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,레태 해방무기 대적자 큐브 질문,유챔 세렌 질문,템 방향성 고민이 너무 됩니다
약한,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,에디 레전천장 사용처 추천부탁드려요 + 도전자 대체셋 질문,제논 리레 3렙 4렙 차이 큰가요??,본섭 7만 중후반 주차 후 챌섭 갈아타는 게 맞을까요?
영웅,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,님들 링크 3렙 찬란한영웅의 증거 질문 있습니다,전투력 2억 뉴비 엔버 도와주세요,링크3렙 방법 알려주세용
용도,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,20성 블빈마 이 가격이면 괜찮게 산건가요?,메이플용 PC 견적 뽑아봤는데용,유챔 미리 등록해두면 좋은가요??
유튜브 영상,2,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,메이플 쌩뉴비 질문드려요...,메린이 제네시스 무기 질문해봅니다,이지카링돌이 세팅하려면...
이벤트 주는,2,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,첼린저스 서버 제네무기 잠재 질문,챌섭에서 레테 200 테라버닝했는데,보스돌이 재화투자 질문
점이,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.,챌섭 쌩뉴비 여러 가지 질문 드립니다 !,유챔 미리 등록해두면 좋은가요??
